Value,HRUCODE,HRUDESC,FRAC
329,6220,Dev_Pervious-A-High-All,0.601137982
330,5001,Dev_Road-All-All-1,0.801118168
330,6420,Dev_Pervious-C-High-All,0.198881832
331,4001,Dev_Roof-All-All-1,0.813643766
331,6420,Dev_Pervious-C-High-All,0.186356234
332,6420,Dev_Pervious-C-High-All,1
333,4001,Dev_Roof-All-All-1,0.801118168
333,6410,Dev_Pervious-C-Low-All,0.198881832
334,11411,Forest-C-Low-1,1
335,10411,Open_Space-C-Low-1,1
336,10421,Open_Space-C-High-1,1
337,10111,Open_Space-A+-Low-1,1
338,11111,Forest-A+-Low-1,1
339,5003,Dev_Road-All-All-3,0.842828301
339,6110,Dev_Pervious-A+-Low-All,0.157171699
340,10111,Open_Space-A+-Low-1,1
341,3000,Dev_Residential-All-All-All,0.161351446
341,6110,Dev_Pervious-A+-Low-All,0.838648554
342,11111,Forest-A+-Low-1,1
343,10111,Open_Space-A+-Low-1,1
344,10111,Open_Space-A+-Low-1,1
345,11111,Forest-A+-Low-1,1
346,11111,Forest-A+-Low-1,1
347,3000,Dev_Residential-All-All-All,0.517428147
347,6110,Dev_Pervious-A+-Low-All,0.482571853
348,1000,Dev_Commercial-All-All-All,0.954763437
348,6110,Dev_Pervious-A+-Low-All,0.045236563
349,4001,Dev_Roof-All-All-1,0.517428147
349,6110,Dev_Pervious-A+-Low-All,0.482571853
350,4001,Dev_Roof-All-All-1,0.146886683
350,4002,Dev_Roof-All-All-2,0.293773365
350,4003,Dev_Roof-All-All-3,0.514103389
350,6110,Dev_Pervious-A+-Low-All,0.045236563
351,4002,Dev_Roof-All-All-2,0.041891613
351,4003,Dev_Roof-All-All-3,0.795940648
351,6220,Dev_Pervious-A-High-All,0.162167738
352,10111,Open_Space-A+-Low-1,1
353,11111,Forest-A+-Low-1,1
354,5003,Dev_Road-All-All-3,0.813643766
354,6410,Dev_Pervious-C-Low-All,0.186356234
355,4001,Dev_Roof-All-All-1,0.185005929
355,4002,Dev_Roof-All-All-2,0.185005929
355,4003,Dev_Roof-All-All-3,0.185005929
355,6410,Dev_Pervious-C-Low-All,0.444982214
356,11111,Forest-A+-Low-1,1
357,4001,Dev_Roof-All-All-1,0.954763437
357,6110,Dev_Pervious-A+-Low-All,0.045236563
358,10111,Open_Space-A+-Low-1,1
359,11221,Forest-A-High-1,1
360,4001,Dev_Roof-All-All-1,0.657681263
360,6220,Dev_Pervious-A-High-All,0.342318737
361,3000,Dev_Residential-All-All-All,0.555017786
361,6410,Dev_Pervious-C-Low-All,0.444982214
362,11421,Forest-C-High-1,1
363,4001,Dev_Roof-All-All-1,0.132954006
363,4002,Dev_Roof-All-All-2,0.132954006
363,4003,Dev_Roof-All-All-3,0.132954006
363,6220,Dev_Pervious-A-High-All,0.601137982
364,11411,Forest-C-Low-1,1
365,10411,Open_Space-C-Low-1,1
366,10421,Open_Space-C-High-1,1
367,3000,Dev_Residential-All-All-All,0.657681263
367,6210,Dev_Pervious-A-Low-All,0.342318737
368,4001,Dev_Roof-All-All-1,0.555017786
368,6410,Dev_Pervious-C-Low-All,0.444982214
369,10221,Open_Space-A-High-1,1
370,10411,Open_Space-C-Low-1,1
371,5002,Dev_Road-All-All-2,0.893899139
371,6410,Dev_Pervious-C-Low-All,0.106100861
372,2000,Dev_Industrial-All-All-All,0.700379558
372,6410,Dev_Pervious-C-Low-All,0.299620442
373,4001,Dev_Roof-All-All-1,0.954763437
373,6110,Dev_Pervious-A+-Low-All,0.045236563
374,5002,Dev_Road-All-All-2,0.801118168
374,6420,Dev_Pervious-C-High-All,0.198881832
375,4001,Dev_Roof-All-All-1,0.954763437
375,6410,Dev_Pervious-C-Low-All,0.045236563
376,5002,Dev_Road-All-All-2,0.884432209
376,6410,Dev_Pervious-C-Low-All,0.115567791
377,10411,Open_Space-C-Low-1,1
378,2000,Dev_Industrial-All-All-All,0.700379558
378,6110,Dev_Pervious-A+-Low-All,0.299620442
379,10411,Open_Space-C-Low-1,1
380,11411,Forest-C-Low-1,1
381,11411,Forest-C-Low-1,1
382,4001,Dev_Roof-All-All-1,0.48679887
382,6410,Dev_Pervious-C-Low-All,0.51320113
383,3000,Dev_Residential-All-All-All,0.48679887
383,6410,Dev_Pervious-C-Low-All,0.51320113
384,4002,Dev_Roof-All-All-2,0.040055908
384,4003,Dev_Roof-All-All-3,0.76106226
384,6410,Dev_Pervious-C-Low-All,0.198881832
385,5001,Dev_Road-All-All-1,0.884432209
385,6410,Dev_Pervious-C-Low-All,0.115567791
386,5001,Dev_Road-All-All-1,0.893899139
386,6410,Dev_Pervious-C-Low-All,0.106100861
387,4002,Dev_Roof-All-All-2,0.035018978
387,4003,Dev_Roof-All-All-3,0.66536058
387,6410,Dev_Pervious-C-Low-All,0.299620442
388,11221,Forest-A-High-1,1
389,10221,Open_Space-A-High-1,1
390,4001,Dev_Roof-All-All-1,0.139981445
390,4002,Dev_Roof-All-All-2,0.279962889
390,4003,Dev_Roof-All-All-3,0.489935056
390,6410,Dev_Pervious-C-Low-All,0.090120611
391,5003,Dev_Road-All-All-3,0.801118168
391,6110,Dev_Pervious-A+-Low-All,0.198881832
392,4002,Dev_Roof-All-All-2,0.035018978
392,4003,Dev_Roof-All-All-3,0.66536058
392,6110,Dev_Pervious-A+-Low-All,0.299620442
393,1000,Dev_Commercial-All-All-All,0.909879389
393,6410,Dev_Pervious-C-Low-All,0.090120611
394,11411,Forest-C-Low-1,1
395,11411,Forest-C-Low-1,1
396,10411,Open_Space-C-Low-1,1
397,4001,Dev_Roof-All-All-1,0.139176863
397,4002,Dev_Roof-All-All-2,0.278353726
397,4003,Dev_Roof-All-All-3,0.48711902
397,6410,Dev_Pervious-C-Low-All,0.095350392
398,10411,Open_Space-C-Low-1,1
399,1000,Dev_Commercial-All-All-All,0.904649608
399,6410,Dev_Pervious-C-Low-All,0.095350392
400,4001,Dev_Roof-All-All-1,0.555017786
400,6410,Dev_Pervious-C-Low-All,0.444982214
401,11411,Forest-C-Low-1,1
402,4001,Dev_Roof-All-All-1,0.700379558
402,6110,Dev_Pervious-A+-Low-All,0.299620442
403,4001,Dev_Roof-All-All-1,0.904649608
403,6410,Dev_Pervious-C-Low-All,0.095350392
404,4001,Dev_Roof-All-All-1,0.700379558
404,6410,Dev_Pervious-C-Low-All,0.299620442
405,11111,Forest-A+-Low-1,1
406,4001,Dev_Roof-All-All-1,0.195933824
406,4002,Dev_Roof-All-All-2,0.195933824
406,4003,Dev_Roof-All-All-3,0.195933824
406,6110,Dev_Pervious-A+-Low-All,0.412198528
407,1000,Dev_Commercial-All-All-All,0.842828301
407,6410,Dev_Pervious-C-Low-All,0.157171699
408,11221,Forest-A-High-1,1
409,3000,Dev_Residential-All-All-All,0.587801472
409,6110,Dev_Pervious-A+-Low-All,0.412198528
410,5003,Dev_Road-All-All-3,0.884432209
410,6410,Dev_Pervious-C-Low-All,0.115567791
411,10111,Open_Space-A+-Low-1,1
412,5001,Dev_Road-All-All-1,0.231900295
412,6420,Dev_Pervious-C-High-All,0.768099705
413,11411,Forest-C-Low-1,1
414,10411,Open_Space-C-Low-1,1
415,4001,Dev_Roof-All-All-1,0.128090277
415,6410,Dev_Pervious-C-Low-All,0.871909723
416,3000,Dev_Residential-All-All-All,0.128090277
416,6410,Dev_Pervious-C-Low-All,0.871909723
417,5001,Dev_Road-All-All-1,0.436433531
417,6410,Dev_Pervious-C-Low-All,0.563566469
418,4001,Dev_Roof-All-All-1,0.904649608
418,6410,Dev_Pervious-C-Low-All,0.095350392
419,4001,Dev_Roof-All-All-1,0.16226629
419,4002,Dev_Roof-All-All-2,0.16226629
419,4003,Dev_Roof-All-All-3,0.16226629
419,6410,Dev_Pervious-C-Low-All,0.51320113
420,10221,Open_Space-A-High-1,1
421,4001,Dev_Roof-All-All-1,0.837832262
421,6420,Dev_Pervious-C-High-All,0.162167738
422,4001,Dev_Roof-All-All-1,0.700379558
422,6110,Dev_Pervious-A+-Low-All,0.299620442
423,10221,Open_Space-A-High-1,1
424,11221,Forest-A-High-1,1
425,4001,Dev_Roof-All-All-1,0.587801472
425,6110,Dev_Pervious-A+-Low-All,0.412198528
426,5002,Dev_Road-All-All-2,0.398862018
426,6420,Dev_Pervious-C-High-All,0.601137982
427,10411,Open_Space-C-Low-1,1
428,11411,Forest-C-Low-1,1
429,1000,Dev_Commercial-All-All-All,0.85256474
429,6410,Dev_Pervious-C-Low-All,0.14743526
430,4001,Dev_Roof-All-All-1,0.48679887
430,6410,Dev_Pervious-C-Low-All,0.51320113
431,5001,Dev_Road-All-All-1,0.801118168
431,6110,Dev_Pervious-A+-Low-All,0.198881832
432,3000,Dev_Residential-All-All-All,0.481496893
432,6410,Dev_Pervious-C-Low-All,0.518503107
433,11111,Forest-A+-Low-1,1
434,10111,Open_Space-A+-Low-1,1
435,1000,Dev_Commercial-All-All-All,0.904649608
435,6110,Dev_Pervious-A+-Low-All,0.095350392
436,5004,Dev_Road-All-All-4,0.837832262
436,6410,Dev_Pervious-C-Low-All,0.162167738
437,4001,Dev_Roof-All-All-1,0.139176863
437,4002,Dev_Roof-All-All-2,0.278353726
437,4003,Dev_Roof-All-All-3,0.48711902
437,6110,Dev_Pervious-A+-Low-All,0.095350392
438,5002,Dev_Road-All-All-2,0.801118168
438,6110,Dev_Pervious-A+-Low-All,0.198881832
439,11421,Forest-C-High-1,1
440,10411,Open_Space-C-Low-1,1
441,2000,Dev_Industrial-All-All-All,0.934087355
441,6420,Dev_Pervious-C-High-All,0.065912645
442,10221,Open_Space-A-High-1,1
443,10421,Open_Space-C-High-1,1
444,11421,Forest-C-High-1,1
445,2000,Dev_Industrial-All-All-All,0.928905462
445,6420,Dev_Pervious-C-High-All,0.071094538
446,4001,Dev_Roof-All-All-1,0.85256474
446,6410,Dev_Pervious-C-Low-All,0.14743526
447,11221,Forest-A-High-1,1
448,10221,Open_Space-A-High-1,1
449,11221,Forest-A-High-1,1
450,10421,Open_Space-C-High-1,1
451,5001,Dev_Road-All-All-1,0.642673889
451,6220,Dev_Pervious-A-High-All,0.357326111
452,10421,Open_Space-C-High-1,1
453,11421,Forest-C-High-1,1
454,10211,Open_Space-A-Low-1,1
455,11211,Forest-A-Low-1,1
456,11411,Forest-C-Low-1,1
457,5001,Dev_Road-All-All-1,0.642673889
457,6420,Dev_Pervious-C-High-All,0.357326111
458,10411,Open_Space-C-Low-1,1
459,11221,Forest-A-High-1,1
460,11421,Forest-C-High-1,1
461,10411,Open_Space-C-Low-1,1
462,4002,Dev_Roof-All-All-2,0.046445273
462,4003,Dev_Roof-All-All-3,0.882460189
462,6420,Dev_Pervious-C-High-All,0.071094538
463,11411,Forest-C-Low-1,1
464,4001,Dev_Roof-All-All-1,0.168453904
464,4002,Dev_Roof-All-All-2,0.168453904
464,4003,Dev_Roof-All-All-3,0.168453904
464,6420,Dev_Pervious-C-High-All,0.494638287
465,3000,Dev_Residential-All-All-All,0.842828301
465,6410,Dev_Pervious-C-Low-All,0.157171699
466,10421,Open_Space-C-High-1,1
467,11411,Forest-C-Low-1,1
468,3000,Dev_Residential-All-All-All,0.505361713
468,6420,Dev_Pervious-C-High-All,0.494638287
469,10411,Open_Space-C-Low-1,1
470,11111,Forest-A+-Low-1,1
471,10111,Open_Space-A+-Low-1,1
472,3000,Dev_Residential-All-All-All,0.481496893
472,6110,Dev_Pervious-A+-Low-All,0.518503107
473,5003,Dev_Road-All-All-3,0.893899139
473,6410,Dev_Pervious-C-Low-All,0.106100861
474,1000,Dev_Commercial-All-All-All,0.801118168
474,6410,Dev_Pervious-C-Low-All,0.198881832
475,3000,Dev_Residential-All-All-All,0.120194816
475,6420,Dev_Pervious-C-High-All,0.879805184
476,5001,Dev_Road-All-All-1,0.120194816
476,6420,Dev_Pervious-C-High-All,0.879805184
477,3000,Dev_Residential-All-All-All,0.814850539
477,6410,Dev_Pervious-C-Low-All,0.185149461
478,3000,Dev_Residential-All-All-All,0.321992127
478,6410,Dev_Pervious-C-Low-All,0.678007873
479,5003,Dev_Road-All-All-3,0.814850539
479,6410,Dev_Pervious-C-Low-All,0.185149461
480,1000,Dev_Commercial-All-All-All,0.814850539
480,6410,Dev_Pervious-C-Low-All,0.185149461
481,10411,Open_Space-C-Low-1,1
482,11421,Forest-C-High-1,1
483,11411,Forest-C-Low-1,1
484,4001,Dev_Roof-All-All-1,0.505361713
484,6420,Dev_Pervious-C-High-All,0.494638287
485,4001,Dev_Roof-All-All-1,0.040064939
485,4002,Dev_Roof-All-All-2,0.040064939
485,4003,Dev_Roof-All-All-3,0.040064939
485,6420,Dev_Pervious-C-High-All,0.879805184
486,4001,Dev_Roof-All-All-1,0.884432209
486,6410,Dev_Pervious-C-Low-All,0.115567791
487,10211,Open_Space-A-Low-1,1
488,11411,Forest-C-Low-1,1
489,11211,Forest-A-Low-1,1
490,11411,Forest-C-Low-1,1
491,5001,Dev_Road-All-All-1,0.814850539
491,6410,Dev_Pervious-C-Low-All,0.185149461
492,4001,Dev_Roof-All-All-1,0.152039626
492,4002,Dev_Roof-All-All-2,0.304079252
492,4003,Dev_Roof-All-All-3,0.532138692
492,6410,Dev_Pervious-C-Low-All,0.01174243
493,4001,Dev_Roof-All-All-1,0.904649608
493,6110,Dev_Pervious-A+-Low-All,0.095350392
494,10411,Open_Space-C-Low-1,1
495,4001,Dev_Roof-All-All-1,0.893899139
495,6410,Dev_Pervious-C-Low-All,0.106100861
496,1000,Dev_Commercial-All-All-All,0.98825757
496,6410,Dev_Pervious-C-Low-All,0.01174243
497,10411,Open_Space-C-Low-1,1
498,10411,Open_Space-C-Low-1,1
499,10411,Open_Space-C-Low-1,1
500,5003,Dev_Road-All-All-3,0.935257857
500,6410,Dev_Pervious-C-Low-All,0.064742143
501,3000,Dev_Residential-All-All-All,0.275626703
501,6410,Dev_Pervious-C-Low-All,0.724373297
502,11411,Forest-C-Low-1,1
503,10411,Open_Space-C-Low-1,1
504,4002,Dev_Roof-All-All-2,0.040742527
504,4003,Dev_Roof-All-All-3,0.774108012
504,6410,Dev_Pervious-C-Low-All,0.185149461
505,11411,Forest-C-Low-1,1
506,10221,Open_Space-A-High-1,1
507,4001,Dev_Roof-All-All-1,0.928905462
507,6420,Dev_Pervious-C-High-All,0.071094538
508,11211,Forest-A-Low-1,1
509,10211,Open_Space-A-Low-1,1
510,4001,Dev_Roof-All-All-1,0.398862018
510,6420,Dev_Pervious-C-High-All,0.601137982
511,10411,Open_Space-C-Low-1,1
512,10211,Open_Space-A-Low-1,1
513,11211,Forest-A-Low-1,1
514,10211,Open_Space-A-Low-1,1
515,4001,Dev_Roof-All-All-1,0.587801472
515,6110,Dev_Pervious-A+-Low-All,0.412198528
516,11411,Forest-C-Low-1,1
517,11411,Forest-C-Low-1,1
518,11211,Forest-A-Low-1,1
519,3000,Dev_Residential-All-All-All,0.505361713
519,6220,Dev_Pervious-A-High-All,0.494638287
520,10421,Open_Space-C-High-1,1
521,3000,Dev_Residential-All-All-All,0.606223586
521,6410,Dev_Pervious-C-Low-All,0.393776414
522,13500,Mine_Barren-D-All-All,1
523,4001,Dev_Roof-All-All-1,0.202074529
523,4002,Dev_Roof-All-All-2,0.202074529
523,4003,Dev_Roof-All-All-3,0.202074529
523,6410,Dev_Pervious-C-Low-All,0.393776414
524,11411,Forest-C-Low-1,1
525,11411,Forest-C-Low-1,1
526,5003,Dev_Road-All-All-3,0.82784301
526,6410,Dev_Pervious-C-Low-All,0.17215699
527,3000,Dev_Residential-All-All-All,0.056044736
527,6210,Dev_Pervious-A-Low-All,0.943955264
528,13500,Mine_Barren-D-All-All,1
529,4001,Dev_Roof-All-All-1,0.505361713
529,6420,Dev_Pervious-C-High-All,0.494638287
530,4001,Dev_Roof-All-All-1,0.606223586
530,6410,Dev_Pervious-C-Low-All,0.393776414
531,10411,Open_Space-C-Low-1,1
532,3000,Dev_Residential-All-All-All,0.495438456
532,6210,Dev_Pervious-A-Low-All,0.504561544
533,4001,Dev_Roof-All-All-1,0.165146152
533,4002,Dev_Roof-All-All-2,0.165146152
533,4003,Dev_Roof-All-All-3,0.165146152
533,6210,Dev_Pervious-A-Low-All,0.504561544
534,10411,Open_Space-C-Low-1,1
535,3000,Dev_Residential-All-All-All,0.600809984
535,6410,Dev_Pervious-C-Low-All,0.399190016
536,10421,Open_Space-C-High-1,1
537,11421,Forest-C-High-1,1
538,11421,Forest-C-High-1,1
539,4001,Dev_Roof-All-All-1,0.165146152
539,4002,Dev_Roof-All-All-2,0.165146152
539,4003,Dev_Roof-All-All-3,0.165146152
539,6410,Dev_Pervious-C-Low-All,0.504561544
540,3000,Dev_Residential-All-All-All,0.495438456
540,6420,Dev_Pervious-C-High-All,0.504561544
541,10421,Open_Space-C-High-1,1
542,10421,Open_Space-C-High-1,1
543,10421,Open_Space-C-High-1,1
544,11421,Forest-C-High-1,1
545,5001,Dev_Road-All-All-1,0.82784301
545,6410,Dev_Pervious-C-Low-All,0.17215699
546,11421,Forest-C-High-1,1
547,11421,Forest-C-High-1,1
548,3000,Dev_Residential-All-All-All,0.539613523
548,6420,Dev_Pervious-C-High-All,0.460386477
549,11421,Forest-C-High-1,1
550,10421,Open_Space-C-High-1,1
551,4001,Dev_Roof-All-All-1,0.495438456
551,6210,Dev_Pervious-A-Low-All,0.504561544
552,4001,Dev_Roof-All-All-1,0.200269995
552,4002,Dev_Roof-All-All-2,0.200269995
552,4003,Dev_Roof-All-All-3,0.200269995
552,6410,Dev_Pervious-C-Low-All,0.399190016
553,4001,Dev_Roof-All-All-1,0.908298986
553,6410,Dev_Pervious-C-Low-All,0.091701014
554,1000,Dev_Commercial-All-All-All,0.908298986
554,6410,Dev_Pervious-C-Low-All,0.091701014
555,4001,Dev_Roof-All-All-1,0.817375521
555,6420,Dev_Pervious-C-High-All,0.182624479
556,11421,Forest-C-High-1,1
557,10421,Open_Space-C-High-1,1
558,4001,Dev_Roof-All-All-1,0.606223586
558,6410,Dev_Pervious-C-Low-All,0.393776414
559,5002,Dev_Road-All-All-2,0.642673889
559,6420,Dev_Pervious-C-High-All,0.357326111
560,3000,Dev_Residential-All-All-All,0.155123489
560,6420,Dev_Pervious-C-High-All,0.844876511
561,4001,Dev_Roof-All-All-1,0.179871174
561,4002,Dev_Roof-All-All-2,0.179871174
561,4003,Dev_Roof-All-All-3,0.179871174
561,6420,Dev_Pervious-C-High-All,0.460386477
562,4001,Dev_Roof-All-All-1,0.539613523
562,6420,Dev_Pervious-C-High-All,0.460386477
563,4001,Dev_Roof-All-All-1,0.495438456
563,6420,Dev_Pervious-C-High-All,0.504561544
564,1000,Dev_Commercial-All-All-All,0.680901163
564,6410,Dev_Pervious-C-Low-All,0.319098837
565,3000,Dev_Residential-All-All-All,0.56999036
565,6410,Dev_Pervious-C-Low-All,0.43000964
566,10411,Open_Space-C-Low-1,1
567,10411,Open_Space-C-Low-1,1
568,4001,Dev_Roof-All-All-1,0.189996787
568,4002,Dev_Roof-All-All-2,0.189996787
568,4003,Dev_Roof-All-All-3,0.189996787
568,6410,Dev_Pervious-C-Low-All,0.43000964
569,5003,Dev_Road-All-All-3,0.680901163
569,6110,Dev_Pervious-A+-Low-All,0.319098837
570,4001,Dev_Roof-All-All-1,0.139738306
570,4002,Dev_Roof-All-All-2,0.279476611
570,4003,Dev_Roof-All-All-3,0.48908407
570,6410,Dev_Pervious-C-Low-All,0.091701014
571,11411,Forest-C-Low-1,1
572,11111,Forest-A+-Low-1,1
573,3000,Dev_Residential-All-All-All,0.462169995
573,6420,Dev_Pervious-C-High-All,0.537830005
574,4001,Dev_Roof-All-All-1,0.495438456
574,6420,Dev_Pervious-C-High-All,0.504561544
575,11411,Forest-C-Low-1,1
576,11411,Forest-C-Low-1,1
577,11111,Forest-A+-Low-1,1
578,10411,Open_Space-C-Low-1,1
579,4001,Dev_Roof-All-All-1,0.05170783
579,4002,Dev_Roof-All-All-2,0.05170783
579,4003,Dev_Roof-All-All-3,0.05170783
579,6420,Dev_Pervious-C-High-All,0.844876511
580,10111,Open_Space-A+-Low-1,1
581,4001,Dev_Roof-All-All-1,0.814850539
581,6410,Dev_Pervious-C-Low-All,0.185149461
582,5001,Dev_Road-All-All-1,0.84310046
582,6420,Dev_Pervious-C-High-All,0.15689954
583,6420,Dev_Pervious-C-High-All,1
584,10411,Open_Space-C-Low-1,1
585,10411,Open_Space-C-Low-1,1
586,4001,Dev_Roof-All-All-1,0.98825757
586,6410,Dev_Pervious-C-Low-All,0.01174243
587,5003,Dev_Road-All-All-3,0.839742248
587,6410,Dev_Pervious-C-Low-All,0.160257752
588,11411,Forest-C-Low-1,1
589,10111,Open_Space-A+-Low-1,1
590,4001,Dev_Roof-All-All-1,0.904649608
590,6110,Dev_Pervious-A+-Low-All,0.095350392
591,4001,Dev_Roof-All-All-1,0.481496893
591,6110,Dev_Pervious-A+-Low-All,0.518503107
592,5003,Dev_Road-All-All-3,0.680901163
592,6410,Dev_Pervious-C-Low-All,0.319098837
593,4001,Dev_Roof-All-All-1,0.154056665
593,4002,Dev_Roof-All-All-2,0.154056665
593,4003,Dev_Roof-All-All-3,0.154056665
593,6420,Dev_Pervious-C-High-All,0.537830005
594,10211,Open_Space-A-Low-1,1
595,4001,Dev_Roof-All-All-1,0.505361713
595,6220,Dev_Pervious-A-High-All,0.494638287
596,10411,Open_Space-C-Low-1,1
597,3000,Dev_Residential-All-All-All,0.456668007
597,6410,Dev_Pervious-C-Low-All,0.543331993
598,5001,Dev_Road-All-All-1,0.056044736
598,6210,Dev_Pervious-A-Low-All,0.943955264
599,10421,Open_Space-C-High-1,1
600,11421,Forest-C-High-1,1
601,11411,Forest-C-Low-1,1
602,6420,Dev_Pervious-C-High-All,1
603,11411,Forest-C-Low-1,1
604,5001,Dev_Road-All-All-1,0.495438456
604,6210,Dev_Pervious-A-Low-All,0.504561544
605,4001,Dev_Roof-All-All-1,0.152222669
605,4002,Dev_Roof-All-All-2,0.152222669
605,4003,Dev_Roof-All-All-3,0.152222669
605,6410,Dev_Pervious-C-Low-All,0.543331993
606,11211,Forest-A-Low-1,1
607,5001,Dev_Road-All-All-1,0.529239315
607,6210,Dev_Pervious-A-Low-All,0.470760685
608,14000,Water-All-All-All,1
609,5001,Dev_Road-All-All-1,0.529239315
609,6410,Dev_Pervious-C-Low-All,0.470760685
610,11221,Forest-A-High-1,1
611,10221,Open_Space-A-High-1,1
612,3000,Dev_Residential-All-All-All,0.356975346
612,6110,Dev_Pervious-A+-Low-All,0.643024654
613,5001,Dev_Road-All-All-1,0.495438456
613,6420,Dev_Pervious-C-High-All,0.504561544
614,11411,Forest-C-Low-1,1
615,11411,Forest-C-Low-1,1
616,9421,Pasture-C-High-1,1
617,11411,Forest-C-Low-1,1
618,4001,Dev_Roof-All-All-1,0.462169995
618,6420,Dev_Pervious-C-High-All,0.537830005
619,5002,Dev_Road-All-All-2,0.814850539
619,6410,Dev_Pervious-C-Low-All,0.185149461
620,10411,Open_Space-C-Low-1,1
621,11421,Forest-C-High-1,1
622,9421,Pasture-C-High-1,1
623,11211,Forest-A-Low-1,1
624,3000,Dev_Residential-All-All-All,0.120194816
624,6220,Dev_Pervious-A-High-All,0.879805184
625,13500,Mine_Barren-D-All-All,1
626,13500,Mine_Barren-D-All-All,1
627,6420,Dev_Pervious-C-High-All,1
628,10421,Open_Space-C-High-1,1
629,10211,Open_Space-A-Low-1,1
630,4001,Dev_Roof-All-All-1,0.118991782
630,4002,Dev_Roof-All-All-2,0.118991782
630,4003,Dev_Roof-All-All-3,0.118991782
630,6110,Dev_Pervious-A+-Low-All,0.643024654
631,4001,Dev_Roof-All-All-1,0.042696759
631,4002,Dev_Roof-All-All-2,0.042696759
631,4003,Dev_Roof-All-All-3,0.042696759
631,6410,Dev_Pervious-C-Low-All,0.871909723
632,10211,Open_Space-A-Low-1,1
633,10111,Open_Space-A+-Low-1,1
634,3000,Dev_Residential-All-All-All,0.62257789
634,6410,Dev_Pervious-C-Low-All,0.37742211
635,5001,Dev_Road-All-All-1,0.839742248
635,6410,Dev_Pervious-C-Low-All,0.160257752
636,4001,Dev_Roof-All-All-1,0.839742248
636,6410,Dev_Pervious-C-Low-All,0.160257752
637,10411,Open_Space-C-Low-1,1
638,4001,Dev_Roof-All-All-1,0.207525963
638,4002,Dev_Roof-All-All-2,0.207525963
638,4003,Dev_Roof-All-All-3,0.207525963
638,6410,Dev_Pervious-C-Low-All,0.37742211
639,13500,Mine_Barren-D-All-All,1
640,10421,Open_Space-C-High-1,1
641,4001,Dev_Roof-All-All-1,0.62257789
641,6410,Dev_Pervious-C-Low-All,0.37742211
642,14000,Water-All-All-All,1
643,7400,Dev_Septics-C-All-All,0.008635692
643,10421,Open_Space-C-High-1,0.991364308
644,5004,Dev_Road-All-All-4,0.680901163
644,6410,Dev_Pervious-C-Low-All,0.319098837
645,7400,Dev_Septics-C-All-All,0.008635692
645,11421,Forest-C-High-1,0.991364308
646,4001,Dev_Roof-All-All-1,0.106636065
646,4002,Dev_Roof-All-All-2,0.106636065
646,4003,Dev_Roof-All-All-3,0.106636065
646,6420,Dev_Pervious-C-High-All,0.67421874
646,7400,Dev_Septics-C-All-All,0.005873064
647,5004,Dev_Road-All-All-4,0.839742248
647,6410,Dev_Pervious-C-Low-All,0.160257752
648,10421,Open_Space-C-High-1,1
649,11421,Forest-C-High-1,1
650,9211,Pasture-A-Low-1,1
